"Type","Category","Message"
"normal","Sports","Hey, wanna catch the football match tonight? Should be a good one!"
"normal","Work Update","Hey team, heads up—our weekly meeting is now at 1 PM tomorrow. See you there!"
"fraud","Subscription Scam","Your Amazon Prime subscription is expiring today! Renew now to avoid losing access: http://prime-renewal.amazon-secure.org or call 1-800-555-0123!"
"normal","Delivery Update","Hey, your package from Amazon is on its way! Expect delivery by tomorrow evening. Thanks for choosing us!"
"normal","Work Update","Hey, just a heads-up, our team meeting is now at 11 AM tomorrow. See you there!"
"normal","Service Inquiry","Hey, can you tell me if you provide home delivery for orders? Thanks!"
"fraud","Identity Theft","Urgent! Your bank account is at risk. Verify your identity now at http://secure.india-bankverify.com or call 1800-123-4567. Act fast to avoid suspension!"
"normal","Family","Hey Mom, just checking in. Hope you’re doing okay today. Love you!"
"normal","Entertainment","Hey, have you seen the trailer for the new action flick? Looks insane! Wanna catch it this weekend?"
"normal","Family","Hey fam, let’s catch up this weekend at my place! Love ya!"
"fraud","Job Offer Scam","URGENT! Earn $400/day with our remote job offer. No experience needed. Apply now before slots fill: http://quickhire.jobsfast.org Call 1-800-555-0123!"
"normal","Social","Hey, wanna grab lunch tomorrow? I'm free around 1 PM if that works for you!"
"normal","Entertainment","Hey, have you seen the trailer for that new action movie? Looks epic! Wanna catch it this weekend?"
"fraud","Investment Scams","Urgent! Secure your $50K investment bonus now! Limited slots. Click http://invest.sbi-gainz.com or call 1-800-555-0123 to claim before it’s gone!"
"fraud","Identity Theft","Urgent! Your identity is at risk. Verify your details now at http://secure.id-protect247.com or call 1800-555-0123. Act fast to avoid account suspension!"
"normal","Service Inquiry","Hey, do you provide home delivery for orders? Let me know! Thanks!"
"normal","Work Update","Hey, just a heads-up, the project review is set for tomorrow at 10 AM. See you there!"
"fraud","Service Fraud","Urgent: Your bank account is at risk! Verify now to avoid suspension: http://secure.indbank-check.com or call 1800-555-0123 immediately!"
"fraud","Lottery Scam","Congrats! You’ve won $50,000 in our lottery! Claim now at http://claim.lottery-rewards.org or call 1-800-555-1234. Hurry, offer expires today!"
"fraud","Identity Theft","Urgent! Your bank account is at risk. Verify your identity now at http://secure.bank-protect.net or call 1800-555-1234 to avoid suspension!"
"normal","Recreation","Hey, let’s hit the beach this Sunday for some fun in the sun. You in?"
"fraud","Fake Delivery Scam","Missed delivery attempt! Your package awaits. Pay $1.99 fee now at http://secure.postal-claim.org or call 1-800-555-0123. Act fast before return!"
"normal","Entertainment","Hey, have you seen the trailer for the new action movie? Looks epic! Let’s watch it this weekend if you’re free."
"fraud","Loan Scam","Urgent! Get a loan of Rs. 10 lakhs today! Limited offer. Click now: http://fastcash.loan-secure.in or call 9876543210. Don’t miss out!"
"normal","Delivery Update","Hey, your package is out for delivery! Expect it to arrive by end of day. Thanks for choosing us!"
"normal","Sports","Hey, wanna join me for a quick soccer match this evening? Let me know!"
"fraud","Job Offer Scam","URGENT! Earn $800/day with our remote job offer. No skills needed. Apply now before slots fill: http://fast.hireeasyjob.com or call 1-800-555-0123!"
"normal","Service Inquiry","Hey, do you guys provide home delivery for orders? Let me know! Thanks!"
"normal","Delivery Update","Hey, your package is on its way! Expect delivery by tomorrow evening. Thanks for choosing us!"
"fraud","Impersonation","Hi, it’s your boss, Mark. Urgent: Buy $300 in gift cards for a client now. Send codes ASAP. Verify at http://secure.office-task.com or call 555-0123."
"normal","Family","Hey, let’s catch up this weekend at my place. Miss you all!"
"fraud","Fake Delivery Scam","FedEx: Urgent! Your package delivery failed due to unpaid fees. Pay $3.50 now at http://fedex-securepay.org or call 1-800-555-0123 to avoid return!"
"fraud","Fake Delivery Scam","FedEx: Urgent! Your package delivery failed due to unpaid fees. Pay $3.50 now to avoid return: http://fedex-securepay.org or call 1-800-555-1234."
"normal","Travel","Hey, just booked our tickets to Bali for next week! Super excited. Let me know if you wanna add anything to the plan."
"normal","Education","Hey, let’s meet up to review for the finals this weekend. Bring your notes!"
"fraud","Loan Scam","Urgent! Get a loan of Rs. 10 lakhs today. Limited offer! Click now: http://fastcash.loan-secure.in or call 9876543210. Hurry, don’t miss out!"
"normal","Education","Hey, just a reminder that the library study session is on tonight at 6 PM. See you there!"
"fraud","Tech Support Scam","Urgent! Your device is infected with a virus. Call Tech Support now at 1-800-555-0123 or visit http://fixmydevice-tech.com to secure it! Hurry!"
"fraud","Investment Scams","Urgent! Double your investment in 24hrs! Claim your spot now at http://fastprofit-invest.com or call 1800-555-1234. Don’t miss out!"
"fraud","Loan Scam","Urgent! Get a loan of Rs. 10 lakhs today. Limited offer! Click now: http://fastloan.sbi-secureapply.co or call 9876543210. Don’t miss out!"
"normal","Family","Hey fam, let’s plan a movie night this Friday. What do ya think?"
"normal","Family","Hey, just checking in! Let me know if you need anything from the store. Love ya!"
"normal","Recreation","Hey, let’s hit the park for a quick game of frisbee this Sunday. You in?"
"normal","Education","Hey, don’t forget the project deadline is tomorrow. Submit it on time!"
"fraud","Loan Scam","Urgent! Get a loan of Rs. 10 lakhs today. Limited offer! Click now: http://fast.loan-secure.in or call 9876543210. Don’t miss out!"
"fraud","Lottery Scam","Congrats! You've won Rs. 5 lakhs in our lottery! Claim now at http://win.lottery-prize.org or call 9876543210. Hurry, offer expires today!"
"normal","Travel","Hey, just confirmed our tickets to Bali for next week. Super excited! Let me know if u need help packing."
"fraud","Identity Theft","Urgent! Your bank account is at risk. Verify your identity now at http://secure.india-bankverify.com or call 1800-555-1234 to avoid suspension!"
"normal","Education","Hey, the library session is on tomorrow at 3 PM. See u there to prep for finals!"
"fraud","Phishing","Urgent! Your bank account shows suspicious activity. Secure it now at http://verify.sbi-safeaccess.com or call 1800-555-0123 immediately!"
"normal","Social","Hey, saw your latest pic on Insta. Looks amazing! Let’s grab coffee soon. Free this week?"
"fraud","Job Offer Scam","URGENT! Earn $800/day from home. No exp needed. Limited spots! Apply now at http://quickhire.jobsfast.org or call 1-800-555-0123. Hurry!"
"normal","Social","Hey, wanna grab lunch tomorrow? I’m free around noon if you are!"
"fraud","Service Fraud","Urgent! Your phone service is at risk of suspension. Pay now to avoid disconnection: http://verify.service-mobile.net or call 1800-555-0123. Act fast!"
"fraud","Fake Delivery Scam","FedEx: Urgent! Your package delivery failed due to unpaid fees. Pay $3.50 now to avoid return: http://fedex-tracksecure.com/pay or call 1-800-555-0123."
"fraud","Financial Fraud","URGENT: Your account shows a suspicious charge of $750. Confirm now to avoid closure at http://verify.sbi-securecheck.com or call 1-800-555-0123 immediately!"
"fraud","Service Fraud","Urgent! Your bank account is at risk. Verify now to avoid suspension: http://secure.india-bnkcheck.com or call 1800-555-0123 immediately!"
"fraud","Service Fraud","Urgent! Your bank account is at risk. Verify now to avoid suspension: http://secure.india-banking.com or call 1800-987-6543 immediately!"
"fraud","Service Fraud","Urgent! Your bank account is at risk. Verify now to avoid suspension: http://secure.india-bankverify.com or call 1800-555-1234 immediately!"
"fraud","Emotional Manipulation","Hi Mom, it’s me. I’m in big trouble and need Rs. 10,000 for an emergency. Please send it now via http://urgent.family-help.in. Hurry, I’m scared!"
"normal","Recreation","Hey, wanna join me for a bike ride this Sunday? Found an awesome route by the lake!"
"fraud","Tech Support Scam","Urgent! Your device is at risk of a virus. Call Tech Support now at 1-800-555-0123 or click http://fixmydevice-tech.com to secure it immediately!"
"normal","Delivery Update","Hey, your package is on its way! Expect delivery by tomorrow. Thanks for choosing us!"
"normal","Family","Hey fam, let’s catch up this weekend. Miss you all!"
"fraud","Emotional Manipulation","Hey Mom, it’s me. I’m in trouble and need Rs. 10,000 urgently for hospital bills. Please send it now via http://helpfamilycare.org. Hurry!"
"normal","Recreation","Hey, wanna join me for a quick bike ride this evening? There’s a cool trail nearby!"
"fraud","Financial Fraud","URGENT: Your account has a suspicious charge of $750. Secure it now at http://verify.sbi-protect.com or call 1-800-555-0123 immediately!"
"fraud","Lottery Scam","Congrats! You've won Rs. 5 lakhs in our lottery! Claim now before it’s too late: http://claim.lottery-rewards.org or call 9876543210. Hurry!"
"normal","Travel","Hey, just booked our tickets to Bali for next week! Super excited. Let me know if u wanna add anything to the plan."
"fraud","Lottery Scam","Congrats! You've won Rs. 5 lakhs in our Mega Lottery! Claim NOW before it expires: http://claim.lottery-prize.org or call 9876543210. Hurry!"
"normal","Work Update","Hey team, just a heads-up, the client call is now at 2 pm today. See you there!"
"normal","Recreation","Hey, wanna join me for a quick bike ride by the lake this evening? Should be fun!"
"normal","Work Update","Hey team, quick update: our weekly meeting is now at 4 PM tomorrow. See you there!"
"normal","Social","Hey, wanna grab lunch tomorrow? Thinking around 1 PM at the usual spot. Let me know!"
"normal","Sports","Hey, did you catch the football match last night? What a comeback! Let’s chat about it later."
"fraud","Financial Fraud","Urgent! Your account is at risk. Verify your details now to avoid suspension: http://secure.bank-safeverify.com or call 1-800-555-0123 immediately!"
"normal","Service Inquiry","Hey, do you guys provide home delivery for orders? Just checking before I place one. Thanks!"
"normal","Social","Hey, wanna grab lunch tomorrow? How about noon at our usual spot?"
"fraud","Financial Fraud","URGENT: Your account has a suspicious charge of $750. Verify now to avoid closure: http://secure.bank-alerts.net or call 1-800-555-0123 immediately!"
"normal","Entertainment","Hey, the new superhero movie drops this weekend. Wanna catch it together?"
"fraud","Service Fraud","Urgent! Your bank account is at risk. Verify now to avoid suspension: http://secure.bankalert-india.com or call 1800-987-6543 immediately!"
"normal","Travel","Hey, just a heads-up, my flight got delayed by 3 hours. Will keep you posted on the new arrival time!"
"fraud","Lottery Scam","Congrats! You've won $1M in our Mega Lottery! Claim now before it's gone: http://claim.lottery-wins.org or call 1-800-555-1234. Hurry!"
"fraud","Identity Theft","Urgent! Your bank account is at risk. Verify your identity now at http://secure.bank-protect.in or call 1800-555-1234. Act fast to avoid suspension!"
"normal","Education","Hey, don’t forget the project deadline is tomorrow. Submit on time!"
"normal","Sports","Hey, did u catch the football match last night? Epic comeback! Let’s chat about it over coffee later."
"normal","Entertainment","Hey, have you seen the trailer for that new action movie? Looks epic! Wanna watch it this weekend?"
