"Type","Category","Message"
"fraud","Impersonation","Urgent! IRS notice: Unpaid taxes detected. Avoid penalties by paying now at http://irs-taxresolve.com. Act fast!"
"normal","Travel","Yo, flight to Tokyo is on time. See you in a few hours!"
"fraud","Subscription Scam","Alert! Your Amazon Prime membership ends today. Click to renew for $12.99: http://prime-update-now.com"
"fraud","Service Fraud","Emergency! Your internet connection will be terminated. Secure it at http://pay.netguard-online.com before it’s too late."
"fraud","Identity Theft","Emergency! Your Aadhaar needs verification. Click http://aadhaar-locksafe.in or lose access to services!"
"fraud","Lottery Scam","Great news! You’ve won Rs. 7 lakhs in our Super Draw! Act fast at http://lotterywin-secure.net before it’s gone!"
"normal","Delivery Update","Just a heads-up, your package is on its way. Arriving soon!"
"fraud","Loan Scam","Warning! Rs. 10 lakhs loan offer ends today. Apply now: http://easyloan.fastapprove.online or lose this chance!"
"fraud","Tech Support Scam","Critical! Your computer is at risk. Call tech support at 1-855-666-5432 now to avoid permanent damage!"
"fraud","Fake Delivery Scam","USPS Notice: Your parcel is on hold due to incomplete info. Fix it now at http://usps-updateinfo.com to avoid cancellation!"
"fraud","Job Offer Scam","WORK FROM HOME! Earn $500/day. No qualifications needed. Click to apply: http://homejobnow.online"
"fraud","Tech Support Scam","Urgent Alert! Malware found on your system. Secure it at http://techsafe-guard.com or risk losing everything!"
"normal","Delivery Update","Your delivery is scheduled for tomorrow. Keep an eye out!"
"fraud","Job Offer Scam","DREAM JOB ALERT! Earn $600/day from home. Immediate hiring. Don’t miss out: http://instantworkoffer.com"
"normal","Recreation","Hey, wanna catch a sunset at the park tonight? Bring a blanket!"
"fraud","Investment Scams","Urgent! Triple your savings in just 5 days! Act fast, click here: http://rapidrich-invest.com"
"normal","Recreation","Up for a casual soccer game at the field this evening?"
"fraud","Phishing","Your Google account has been compromised. Secure it now at http://google-safety-login.com to avoid data loss!"
"fraud","Investment Scams","Emergency! Invest today and earn 200% in 24 hours! Click: http://fasttrack-wealth.com"
"fraud","Job Offer Scam","HIRING TODAY! Earn $700/day from home. No interview needed. Click: http://easyworkoffer.net"
"fraud","Identity Theft","Danger! Someone accessed your ID. Secure it now at http://id-protectzone.in before it's too late!"
"fraud","Loan Scam","Emergency funds! Rs. 9 lakhs loan ready. Click fast: http://quickcash.safeloan.net or call 9112233445. Hurry!"
"normal","Social","Let’s grab some ice cream tomorrow. What time works?"
"normal","Work Update","Reminder: training session at 1 pm today. Don’t miss it!"
"fraud","Tech Support Scam","Alert! Your system is infected with malware. Call tech support immediately at 1-888-999-0123 to prevent data theft!"
"normal","Service Inquiry","Hi, I’m having trouble with my phone signal. Can you assist?"
"fraud","Loan Scam","Urgent! Secure a loan of Rs. 15 lakhs today. Limited offer! Click now: http://quickloan.safepay.in or miss your chance!"
"normal","Family","Hey everyone, just wanted to say hi. Hope your day’s going great!"
"fraud","Tech Support Scam","Emergency! Virus detected on your device. Visit http://fixmytech-now.com or call 1-800-444-3210 to resolve it!"
"normal","Travel","Yo, made it to New York! Traffic’s crazy, will call when settled."
"fraud","Tech Support Scam","Crisis! Hackers have access to your device. Call 1-877-888-0123 now to lock them out before it’s too late!"
"fraud","Impersonation","This is the Tax Office. Your refund is delayed due to an error. Fix immediately at http://taxrefund-secure.org or lose your claim."
"fraud","Service Fraud","Urgent Notice! Your internet plan is suspended. Reactivate at http://safe.netreactivate-hub.com to restore service."
"fraud","Fake Delivery Scam","Emergency: Your Amazon package is pending. Update details at http://amazon-shipmentfix.com before it’s returned tomorrow!"
"fraud","Financial Fraud","IMPORTANT: You’re eligible for a $500 refund. Claim it at http://bankrefund-now.com before it expires!"
"normal","Service Inquiry","Do you offer installation services for new setups?"
"fraud","Investment Scams","Hurry! Invest today and double your money in 48 hours! Limited slots, click now: http://quickgainz-pro.com"
"fraud","Identity Theft","Emergency! Your Aadhaar is under threat. Confirm identity at http://aadhaar-securehub.in immediately!"
"fraud","Service Fraud","Warning! Your broadband account is overdue. Avoid suspension by paying at http://quick.netbill-secure.com now!"
"fraud","Investment Scams","Critical! Invest $500 and get $2500 in 3 days! Click now: http://cashboom-secure.com"
"normal","Entertainment","Yo, there’s a cool music fest this weekend. U in for some live tunes?"
"normal","Travel","Flight to Sydney got delayed by an hour. Will keep you posted."
"fraud","Lottery Scam","Winner! $10,000 awaits in our lottery! Claim immediately at http://prizemoney-now.com or lose your chance!"
"fraud","Subscription Scam","Warning! Your Apple Music subscription is suspended. Update payment at http://applemusic-verify.com to restore access."
"fraud","Tech Support Scam","Immediate Action Needed! Virus detected. Visit http://securefix-tech.com or call 1-844-333-7890 to fix it!"
"normal","Work Update","Just a reminder, team meeting at 10 am tomorrow. See you there!"
"fraud","Impersonation","Warning! Your Amazon account has suspicious activity. Secure it at http://amazon-safetycheck.com or risk losing your account."
"normal","Sports","I’m hitting the golf range this weekend. Care to swing by?"
"normal","Work Update","Hey, client feedback came in. Can you review it by tomorrow?"
"fraud","Lottery Scam","Congrats! $25,000 lottery prize is yours! Don’t delay, visit http://claimyourwin-today.com to grab it now!"
"normal","Social","Wanna meet for a quick bite? I’m near your area today."
"fraud","Impersonation","Hey, it’s Tom, your boss. I need $250 in gift cards for an emergency gift. Send codes ASAP. Call 555-1234 if you can’t."
"fraud","Identity Theft","Warning! Identity theft detected. Protect your PAN details at http://pan-guardian.co or face suspension!"
"normal","Entertainment","Yo, the new superhero movie trailer just dropped. It’s insane! Wanna see it Saturday?"
"fraud","Job Offer Scam","JOB OPPORTUNITY! Earn $700/day from home. No experience required. Apply immediately: http://easyjobhunt.net"
"normal","Travel","Hey, confirmed our Italy tour for next month. Can’t wait!"
"normal","Delivery Update","Good news! Your package has shipped and will arrive by Friday."
"normal","Travel","Just booked our trip to Thailand for Dec. So pumped!"
"normal","Delivery Update","Yo, your item is shipped! Look for it in the next couple of days."
"normal","Travel","Hey, just got to the beach resort in Maldives. It’s paradise!"
"normal","Sports","Hey, the soccer finals are on tonight. Wanna watch together?"
"normal","Family","Hey all, I’m heading to the store. Need anything?"
"fraud","Service Fraud","Urgent! Your internet service will be disconnected tonight. Pay immediately at http://fastpay.netsecure-link.com to avoid cutoff."
"normal","Delivery Update","Hey, your order is out for delivery! Should be with you by this afternoon."
"normal","Family","Hey fam, movie night at home tomorrow. Bring snacks!"
"fraud","Tech Support Scam","Warning! Your device is compromised. Secure it now by calling 1-877-555-9876 before hackers steal your info!"
"normal","Social","Hey, your latest post cracked me up! You’re hilarious!"
"fraud","Identity Theft","Warning! Identity breach detected. Verify PAN at http://pan-safetyportal.in now to avoid legal action!"
"fraud","Fake Delivery Scam","DHL Alert: Missing details on your parcel. Update now at http://dhl-secureupdate.org or face delivery cancellation!"
"fraud","Job Offer Scam","LIMITED SPOTS! Remote job, $650/day. Apply now before it’s gone: http://fasttrackhire.org"
"normal","Service Inquiry","Do you have any deals on cable packages right now?"
"fraud","Phishing","Critical: Your Wells Fargo account needs verification. Click http://wellsfargo-verify-now.com or face immediate suspension."
"fraud","Emotional Manipulation","Dad, I’ve been in an accident. I need $700 for medical bills urgently. Click here: http://quickmed-support.com"
"normal","Social","Yo, you free for a quick chat? I miss talking to ya."
"fraud","Loan Scam","Emergency! Get Rs. 8 lakhs loan in 24 hrs. Low rates! Apply here: http://easyfund.securedeal.co or call 9123456789."
"fraud","Subscription Scam","Don’t miss out! Your Spotify account expires in 24 hours. Secure it now: http://spotify-urgentrenew.com"
"fraud","Loan Scam","Urgent! Rs. 6 lakhs loan at 0% interest for 1st month. Click: http://cashflow.securefund.in or call 9876540001."
"fraud","Job Offer Scam","HIRING NOW! Make $900/week working remotely. No skills needed. Apply here: http://quickjobsecure.org"
"fraud","Tech Support Scam","Warning! Your system is infected. Call tech support at 1-888-111-2345 today to prevent total data loss!"
"fraud","Impersonation","Hi, it’s Anna from Finance. Buy $300 in gift cards for a last-minute event. Send codes urgently. Reach me at 555-5678 if issues."
"normal","Education","Reminder: Assignment due tomorrow by midnight!"
"normal","Social","Yo, your new pic on IG is fire! Keep slaying!"
"fraud","Fake Delivery Scam","FedEx Notice: Your delivery is delayed. Pay $1.99 fee now at http://fedex-releasepay.com to avoid return to sender!"
"fraud","Emotional Manipulation","Dad, I’ve lost everything in a robbery. I need $550 to survive. Help me via http://crisis-relief-now.com"
"normal","Education","Reminder: Submit your essay by Friday. No late entries!"
"fraud","Phishing","URGENT: Your Visa card is blocked due to fraud. Unblock it at http://visa-secure-unlock.com before it’s canceled!"
"normal","Social","Hey, let’s plan a movie night this Friday. You in?"
"fraud","Loan Scam","Alert! Rs. 7 lakhs loan approved for you. Don’t delay! Apply: http://loanexpress.safecash.in before it expires!"
"normal","Sports","Hey, I started a running club. First meet-up tomorrow if you’re free!"
"normal","Family","Aunt Jen, thanks for the chat today. Means a lot."
"normal","Family","Bro, congrats on the new job! So proud of you!"
"normal","Service Inquiry","Hey, can I schedule a technician visit for tomorrow?"
"normal","Travel","Just landed in Singapore. All good, catching a cab now."
"normal","Sports","Just finished a killer spin class. Wanna try it with me next time?"
"fraud","Impersonation","Urgent! This is your bank. Suspicious activity detected on your account. Verify identity at http://securebank-check.com or face suspension."
"fraud","Phishing","Alert: Suspicious activity on your CitiBank account. Verify at http://citibank-protect.com or risk account freeze!"
"normal","Education","Test results are out. Log in to the portal to check yours."
"normal","Education","Yo, library study session at 3 PM. Join if you’re free!"
"fraud","Service Fraud","Critical! Your electricity service faces disconnection. Pay urgently at http://bill.electricpay-now.com to stay connected."
"normal","Social","Hey, just checking in. Everything good with you?"
"fraud","Identity Theft","Alert! Your identity is compromised. Secure your details now at http://id-verify-safe.com or risk losing access to accounts!"
"normal","Sports","Just got tickets to the baseball game this weekend. You in?"
"normal","Recreation","Let’s check out the local skate park this Saturday. You game?"
