"Type","Category","Message"
"fraud","Emotional Manipulation","Uncle, I’ve been cheated in a deal. Need Rs. 4,000 to survive. Send via http://trust-aidindia.com. I’m begging you!"
"normal","Education","Hey, science fair is next week. Got any cool ideas for our project?"
"normal","Recreation","Let’s play badminton at the colony court tomorrow morning. Game?"
"fraud","Investment Scams","Urgent! Double your money in 48 hours with our exclusive NSE plan! Click now: http://nseprofit-zone.com"
"normal","Social","Hey, everything okay? Drop me a text when free."
"normal","Sports","Hi, got tickets for the ISL game in Kolkata. Wanna tag along?"
"fraud","Tech Support Scam","Urgent! Suspicious activity on your device. Visit http://india-techguard.com to secure it!"
"fraud","Impersonation","Income Tax Dept: Tax evasion notice issued. Pay penalty at http://itax-clearance-india.com to avoid legal action. Urgent!"
"fraud","Investment Scams","Invest ₹1000 today & get ₹20,000 by Diwali! Limited slots! Click: http://festivewealth-now.com"
"fraud","Tech Support Scam","Warning! Ransomware detected. Click http://safeindia-support.com to avoid data loss!"
"fraud","Service Fraud","Alert! Your mobile recharge is pending. Avoid service cutoff by paying now at http://quick.telcopay.in. Hurry!"
"normal","Work Update","Hey, team huddle at 2 PM today in the conference room. See you there!"
"normal","Service Inquiry","Hey, can I book a technician for TV installation in Chennai?"
"normal","Travel","Hey, I’m at Mumbai airport. Flight to Bangalore takes off at 9 PM."
"normal","Family","Mom, can you teach me how to make your special aloo paratha? Hungry!"
"normal","Recreation","Hey, planning a trek to Lonavala this weekend. You up for it?"
"fraud","Loan Scam","Last 2 hours! Rs. 12 lakhs loan offer for salaried Indians. Secure it at: http://bigfunds.trustcash.in"
"normal","Travel","Flight to Chennai is on time. Landing at 3 PM. See ya soon!"
"fraud","Investment Scams","Become rich fast! ₹10,000 turns into ₹1 lakh in 15 days! Act now: http://fastcash-india.com"
"fraud","Financial Fraud","WARNING: Rs. 10,000 transaction detected on your Axis Bank card. Cancel it at http://axis-stopfraud.in right now!"
"fraud","Impersonation","Axis Bank: Suspicious login attempt. Protect your funds at http://axis-secure-access.in before account is locked. Quick!"
"normal","Education","Hi, did you get the history chapter PDF from sir? Pls forward!"
"fraud","Identity Theft","Help! Your identity is under threat. Verify at http://id-safeshield.in or risk fraud on your name!"
"fraud","Phishing","ATTENTION! Your ICICI credit card payment failed. Update info at http://icici-paymentfix.com now!"
"normal","Family","Dad, thanks for fixing my bike. Rides like a dream now!"
"fraud","Subscription Scam","Danger! Your Disney+ Hotstar account will be blocked. Update at: http://disneyhotstar-verify.co.in"
"normal","Delivery Update","Hi, your parcel is on the way! Should reach you by evening in Delhi."
"normal","Education","Don’t forget, tomorrow is the last day to pay the tuition fees."
"normal","Delivery Update","Great news! Your order is en route. Arriving by afternoon in Kolkata."
"normal","Social","What’s up? Haven’t seen you since Diwali. Let’s chat!"
"fraud","Tech Support Scam","Alert! Your phone is hacked. Call 1800-555-7890 now to secure your data before it’s stolen!"
"fraud","Investment Scams","Emergency alert! Secure your future with our 300% return plan! Visit: http://safeinvest-hub.com"
"normal","Sports","Hey, let’s hit the park for a morning jog tomorrow. 6 AM sharp!"
"normal","Entertainment","Hey, new *Mirzapur* season dropped. Kaleen Bhaiya is back! Binge tonight?"
"fraud","Impersonation","HDFC Bank Alert: Unauthorized access detected. Verify identity at http://hdfc-protect-net.in or risk account freeze. Now!"
"fraud","Service Fraud","Alert! Your water supply bill is overdue. Avoid suspension, pay at http://quick.waterpayindia.in right now!"
"normal","Sports","Yo, watching the India-Pakistan cricket clash tonight. Join me?"
"normal","Family","Sis, let’s surprise Mom with flowers for her birthday. You in?"
"fraud","Impersonation","Airtel Alert: SIM deactivation in 24 hrs due to fraud. Verify at http://airtel-sim-protect.in to save your number. Hurry!"
"fraud","Investment Scams","Last chance to join our elite investment club! ₹1 lakh profit guaranteed! Visit: http://eliteindia-wealth.com"
"normal","Service Inquiry","Hello, are there any monsoon offers for waterproofing solutions?"
"normal","Travel","Guess what? Snagged cheap tickets to Kerala. Backwaters, here we come!"
"fraud","Identity Theft","Warning! Identity breach detected. Confirm details at http://secure-idindia.com or face consequences!"
"fraud","Service Fraud","Warning! Your cable TV subscription is expiring. Renew at http://secure.cablepayindia.com to avoid blackout!"
"fraud","Financial Fraud","DANGER: Rs. 8000 debited from your Kotak account! Secure it at http://kotak-safebank.in before more is lost!"
"fraud","Financial Fraud","ALERT: Rs. 2500 unauthorized debit from your IDBI account. Reverse it at http://idbi-stopcharge.in immediately!"
"fraud","Phishing","Emergency! Your Bank of Baroda card is blocked. Unblock at http://bob-verifyaccess.com today!"
"normal","Work Update","Yo, team outing this Saturday at Marine Drive. Join if you can!"
"fraud","Fake Delivery Scam","Ecom Express Urgent: Parcel pending due to ₹120 charge. Settle now at http://ecomexp-payfee.in to avoid delay!"
"fraud","Phishing","URGENT! Your PNB account needs verification. Click http://pnb-safetyverify.com to prevent closure!"
"normal","Work Update","Hey, please update the CRM data by EOD. Ping if any issues!"
"fraud","Phishing","Emergency! Your Axis Bank account shows unusual activity. Secure it at http://axis-verifynow.co.in!"
"normal","Education","Yo, let’s revise for the Maths test together at my place this evening."
"fraud","Service Fraud","Critical! Your DTH service expires today. Renew instantly at http://renew.dthsecure.in to avoid interruption!"
"normal","Travel","Hey, pack your swimsuit for our Pondicherry beach trip!"
"fraud","Subscription Scam","Warning! Your SonyLIV account will be deactivated soon. Act fast: http://sonyliv-verify.in"
"normal","Social","Hi, just checking in. All good on your end?"
"fraud","Job Offer Scam","JOB SCAM ALERT! Earn ₹25,000/month instantly. Apply before it’s gone: http://fastworkindia.co"
"fraud","Impersonation","PNB Notice: Your account is under review. Update KYC at http://pnb-kyc-update.co.in or face deactivation. Immediate action!"
"fraud","Lottery Scam","Hurry! $3,000 lottery prize is yours! Click http://indialotteryhub.net to confirm before it’s gone!"
"fraud","Fake Delivery Scam","Blue Dart Warning: Delivery delayed! Clear ₹150 customs charge at http://bluedart-paynow.org or lose your package!"
"normal","Sports","Got a slot for a tennis doubles match at the club. Partner up?"
"fraud","Fake Delivery Scam","Flipkart Notice: Parcel on hold due to address issue. Update at http://flipkart-securehub.in or face return!"
"fraud","Loan Scam","Rare offer! Rs. 10 lakhs loan for Mumbai residents. Don’t delay! Click: http://cityloan.fastapprove.in"
"normal","Service Inquiry","Hi, what are the charges for AC servicing in Mumbai?"
"fraud","Lottery Scam","Winner! Rs. 6 lakhs awaits in India Mega Lotto! Click http://megalottoindia.com before deadline!"
"fraud","Identity Theft","Alert! Aadhaar linked to fraud. Secure it at http://aadhaar-locknow.com or lose subsidies!"
"fraud","Subscription Scam","Urgent Notice! Your Apple Music payment is declined. Resolve at: http://applemusic-indiafix.net"
"fraud","Emotional Manipulation","Dad, I’m in a mess after an accident in Kolkata. Need Rs. 6,000 for treatment. Click http://med-emergency.in. Hurry!"
"fraud","Tech Support Scam","Emergency! Your phone is infected. Call 1800-333-9876 immediately to stop data theft!"
"normal","Travel","Yo, reached Jaipur! The Pink City vibes are unreal. Pics soon!"
"fraud","Service Fraud","Emergency! Your broadband is at risk of disconnection. Secure it at http://safe.netlinkpay.co.in immediately!"
"fraud","Impersonation","URGENT: RBI Alert! Your account is at risk. Verify details now at http://rbi-secure-verify.in or face suspension. Act fast!"
"fraud","Phishing","WARNING! Your Kotak Bank account is compromised. Verify identity at http://kotak-securehub.in immediately!"
"fraud","Emotional Manipulation","Hey, it’s your niece. I’m alone and terrified. Need Rs. 1,000 for food. Send to http://help-kin.in. Please don’t ignore me!"
"fraud","Loan Scam","Emergency funds! Rs. 6 lakhs loan ready. No paperwork! Click: http://easycredit.safeloan.org to claim now."
"normal","Recreation","Hey, let’s try that new adventure park in Pune. Free this Sat?"
"fraud","Tech Support Scam","Emergency! Phone infected with spyware. Visit http://techrescue-india.com for help!"
"fraud","Tech Support Scam","Alert! Your device is compromised. Call 1800-666-5432 now to stop hackers in India!"
"fraud","Loan Scam","Don’t miss out! Rs. 4 lakhs personal loan at 1.5% interest. Apply: http://instantfunds.quickpay.in or call 9876543210."
"normal","Family","Dad, I’m stuck in traffic on NH8. Will reach by 8 PM."
"normal","Sports","Yo, up for a gully cricket match this weekend at the local maidan?"
"fraud","Lottery Scam","Alert! Rs. 7 lakhs lottery prize expiring soon! Click http://secureindialotto.org to secure your winnings!"
"fraud","Emotional Manipulation","Mom, I’m stuck abroad and desperate. Need Rs. 5,000 to return. Send to http://india-returnhelp.com. I’m crying for help!"
"fraud","Lottery Scam","Shocking news! You’ve won Rs. 2 lakhs in National Draw! Visit http://nationalwinzone.in to claim today!"
"normal","Family","Aunty, thanks for the saree. Wore it to the puja, got so many compliments!"
"normal","Service Inquiry","Hi, do you provide plumbing services in Pune on Sundays?"
"fraud","Lottery Scam","Congrats! You’ve won $10,000 in Desh Lottery! Redeem at http://deshwinclaim.in or lose it forever!"
"fraud","Fake Delivery Scam","Myntra Alert: Order delayed due to verification. Act fast at http://myntra-orderfix.in or lose your delivery!"
"fraud","Subscription Scam","Alert! Your Amazon Prime subscription expires today. Renew immediately: http://prime-renewal.co.in"
"fraud","Identity Theft","Urgent! Your PAN is misused. Verify at http://pan-safenet.in or risk tax penalties!"
"fraud","Fake Delivery Scam","Amazon India Urgent: Your order is stuck. Confirm details at http://amazonin-checkorder.com to prevent cancellation!"
"normal","Entertainment","Hey, just binged *Sacred Games* again. That show is fire! You up for a rewatch?"
"normal","Recreation","Planning a day trip to Alibaug. Pack your beach gear. You in?"
"normal","Work Update","Yo, office Diwali party tomorrow at 5 PM. Don’t miss the sweets!"
"normal","Sports","Hey, joined a yoga class in Bangalore. First session Sunday. Coming?"
"fraud","Phishing","ALERT! Suspicious login on your Canara Bank account. Secure it at http://canara-protect.in now!"
"normal","Social","Hey, how’s it going? Let’s catch up over some chai soon!"
"fraud","Job Offer Scam","HIRING NOW! Earn ₹2,000/day from home. Don’t miss this chance! Apply: http://fastjobmumbai.xyz"
"normal","Delivery Update","Hey, your order left our warehouse! Should arrive in Jaipur by evening."
"fraud","Job Offer Scam","LAST CHANCE! ₹55,000/month WFH job. No skills required. Apply now: http://jobsecureindia.xyz"
"fraud","Emotional Manipulation","Brother, I’m in deep trouble. Lost everything in a scam. Send Rs. 1,500 to http://crisis-relief.co.in. Don’t let me suffer!"
"normal","Delivery Update","Yo, your package is coming! Look for it around noon today in Bangalore."
"fraud","Identity Theft","Danger! Your identity is stolen. Secure it at http://safe-idcheck.in or lose access to bank accounts!"
"fraud","Service Fraud","Immediate Action! Your internet service is at risk. Pay at http://protect.netbilling.co.in to stay connected!"
"normal","Sports","Hi, planning a kabaddi watch party for the Pro League. You in?"
"fraud","Job Offer Scam","DREAM JOB! ₹45,000/month remote work. No experience required. Register today: http://easyearnindia.net"
"fraud","Emotional Manipulation","Bro, I’ve been duped in a job scam. Need Rs. 2,000 for rent. Click http://urgent-funds.in. Don’t let me be homeless!"
"normal","Entertainment","Just got tix for an Arijit Singh concert in Kolkata. Wanna join? Gonna be epic!"
"normal","Education","Reminder: Library books due tomorrow. Return them to avoid fines!"
"fraud","Impersonation","Jio Warning: Account linked to illegal activity. Secure it at http://jio-safe-verify.in or lose connection. Act now!"
"fraud","Identity Theft","Emergency! Your Aadhaar is exposed. Confirm now at http://aadhaar-verifyhub.com or face penalty!"
"normal","Delivery Update","Hi there, your package is moving! Expect it by morning in Hyderabad."
