Label,Type,Text
fraud,Impersonation,Urgent! This is Aadhaar Support. Link your PAN now at http://aadhaar-panlink.org or face penalty!
fraud,Subscription Scam,Warning! Your Amazon Prime India payment is overdue. Update now: http://prime-india-payfix.com
fraud,Service Fraud,Urgent Notice! Your Tata Sky account is overdue. Pay now at http://tatasky-securepay.in to stay tuned!
fraud,Subscription Scam,"Warning! Your Hotstar subscription payment failed. Avoid cancellation, click: http://hotstar-payfix.in"
normal,Education,"Hey, anyone up for a quick revision session for Hindi lit at my place tonight?"
normal,Sports,"Hey, Pro Kabaddi League finals tonight. Let’s watch with some samosas!"
normal,Entertainment,"Yo, just found a cool new pub in Bandra. Wanna check it out tomorrow?"
normal,Education,"Hey, don’t forget the history project deadline on Monday. Need any help with research?"
normal,Travel,"Hey, got some awesome handicrafts from Rajasthan. You’ll love them!"
fraud,Job Offer Scam,"HURRY! ₹35,000/week. Work from home in Bangalore. Apply before it’s late: http://fastjobkarnataka.co"
fraud,Phishing,Danger! Your Canara Bank card is locked. Unlock at http://canarabank-unlock.com or lose access today!
normal,Travel,"Hey, snagged a great deal on a resort in Udaipur. Should we lock it?"
fraud,Fake Delivery Scam,FedEx Urgent: Customs hold on your package. Pay ₹299 fee at http://fedex-customs-india.com to release it today!
fraud,Service Fraud,Immediate Action! Your internet service will be blocked. Pay at http://netsecure-bill.in to avoid loss!
fraud,Job Offer Scam,"JOB OFFER! Earn ₹40,000/month. No experience required. Hurry, apply at: http://dreamjobdelhi.com"
normal,Social,"Hi, how’s work? Let’s meet up for chai at our usual spot!"
fraud,Investment Scams,"Invest Rs. 10,000 & get Rs. 1 Lakh in 10 days! Hurry, visit: http://fastgain-india.com"
normal,Sports,"Hey, let’s hit the local ground for a cricket match this Sunday. You in?"
normal,Travel,"Yo, got cheap tickets to Goa for the weekend. You in or what?"
fraud,Tech Support Scam,Critical Alert! Virus detected on your device. Secure it now at http://techsafe-india.com or lose data!
normal,Service Inquiry,"Hi, are there any discounts for senior citizens? Pls reply."
normal,Family,"Hey fam, let’s plan a Diwali get-together at home. Sunday good for everyone?"
fraud,Fake Delivery Scam,India Post Warning: Undelivered package! Update address at http://indiapost-deliveryfix.com or lose your item!
normal,Travel,"Hi, I’m at Jaipur airport. Pink City, here I come! Catch up later."
normal,Recreation,"Hi, there’s a street food fest in Kala Ghoda. Let’s check it out!"
normal,Recreation,Let’s go cycling along Marine Drive early tomorrow. You game?
fraud,Fake Delivery Scam,Amazon Notice: Delivery delayed! Confirm your details at http://amazon-indiafix.com/verify or face cancellation!
normal,Sports,"Hey, badminton court is booked for tomorrow. Let’s play a few sets!"
normal,Delivery Update,"Hi there, your package is en route. Look for it tomorrow in Chennai."
normal,Delivery Update,"Yo, your order from Flipkart is out for delivery. Should reach by noon!"
normal,Recreation,Thinking of a picnic at Sanjay Gandhi Park. You up for it Sunday?
normal,Sports,Just signed up for a marathon in Delhi next month. Care to join me?
fraud,Identity Theft,Urgent! Your Aadhaar is at risk. Secure it now at http://aadhaar-safeguard.in or face account freeze!
normal,Family,"Sis, let’s watch that new Bollywood movie this weekend. Deal?"
fraud,Phishing,Alert! Your Indian Bank account has unusual login. Verify at http://indianbank-secure.com to prevent fraud!
fraud,Emotional Manipulation,"Aunty, my child is sick in Hyderabad hospital. Need Rs. 6,000 for meds. Help at http://childcare-aid.in. I’m helpless!"
fraud,Financial Fraud,ALERT: Unauthorized login to your Kotak account. Verify identity at http://kotak-trustverify.com immediately!
fraud,Phishing,Critical! Your Punjab National Bank funds are at risk. Confirm details at http://pnb-safeguard.com now!
normal,Recreation,"Yo, signed up for a Bollywood dance class. Wanna join next week?"
fraud,Impersonation,"Hey, it’s Anil Sir. I’m stuck, need Rs.3000 urgently. Transfer to 9123456789 via Paytm. Save me, please!"
normal,Family,"Bro, you free for a quick chai at the corner shop later?"
normal,Travel,"Hey, just landed in Mumbai! Traffic’s crazy, but can’t wait to see you soon!"
normal,Travel,"Hey, booked a houseboat in Kerala for Diwali. Thoughts?"
fraud,Investment Scams,Last 24 hours! 500% returns on your money. Don’t miss: http://chennaigain-fast.com
normal,Work Update,"Just a reminder, the training session is tomorrow at the Gurgaon office."
fraud,Loan Scam,Don’t wait! Rs. 6 lakhs loan ready for you. Click: http://quickloan.safecash.in or lose this golden chance!
fraud,Job Offer Scam,"IMMEDIATE HIRING! ₹30,000/week. Work from home. Slots closing soon. Click: http://quickhireindia.net"
fraud,Emotional Manipulation,"Mom, I’ve been kidnapped. They’re demanding Rs. 8,000. Pay here: http://saferelease-now.in. Please, I’m begging you!"
fraud,Impersonation,This is HDFC Bank. Your net banking is suspended. Reactivate at http://hdfc-securelogin.co.in immediately!
normal,Travel,"Hi, flight to Bangalore delayed. Will reach by evening. Keep dinner ready!"
normal,Service Inquiry,"Hey, can you tell me if my order #5678 is shipped yet? Thanks!"
fraud,Subscription Scam,Alert! Your Disney+ Hotstar subscription will be cancelled. Update at: http://disneyhotstar-in.com
fraud,Financial Fraud,"URGENT: Rs. 15,000 charged on your SBI card. Dispute at http://sbi-cardalert.in or lose access!"
fraud,Job Offer Scam,"DREAM JOB! ₹60,000/month. Start today. No skills needed. Visit: http://indiaquickcareer.com"
fraud,Identity Theft,Alert! Identity theft detected on your PAN. Verify immediately at http://pan-securecheck.com to avoid penalties!
fraud,Lottery Scam,You’re selected! Win Rs. 12 lakhs in Desi Lotto! Claim urgently at http://prize.desilottery.co before expiry!
fraud,Financial Fraud,EMERGENCY: Fraud detected on your IDBI account. Verify at http://idbi-securezone.in or face account freeze!
fraud,Lottery Scam,"Winner Alert! Rs. 11 lakhs from Swadeshi Lottery! Hurry, go to http://win.swadeshilotto.in to get your money!"
normal,Education,Reminder: Chemistry lab report due tomorrow. Let’s finish it together if you’re stuck!
normal,Service Inquiry,Just checking if my kurta order for Navratri is on track. Thanks!
normal,Service Inquiry,"Hey, are you open during Ganesh Chaturthi? Need to visit."
normal,Education,Got notes from last week’s economics lecture. Want a copy? Drop a text.
normal,Delivery Update,Update: Your delivery from Nykaa is coming. Expected by 3 PM today.
fraud,Impersonation,"Hi, it’s Priya from Accounts. Need Amazon gift cards worth Rs.2000 for client. Text codes to 9988776655 now!"
normal,Social,"Bro, you free this weekend? Thinking of a quick trip to Lonavala."
fraud,Fake Delivery Scam,BlueDart Warning: Your shipment is stuck. Pay ₹150 customs charge at http://bluedart-releasepay.com before it’s returned!
fraud,Fake Delivery Scam,India Post Emergency: Your parcel will be returned tomorrow. Update details at http://indiapost-urgentfix.com now!
fraud,Subscription Scam,Urgent! Your Zee5 account is at risk. Secure it now via: http://zee5-secure-india.com
fraud,Fake Delivery Scam,Emergency: Your Snapdeal order is stuck. Confirm details at http://snapdeal-shipmentfix.com before return!
normal,Family,"Bro, let’s watch the India-Pakistan cricket match tonight. Should be epic!"
normal,Recreation,"Yo, there’s a fun dance workshop in Bandra this weekend. Up for it?"
fraud,Subscription Scam,Urgent! Your Netflix subscription payment failed. Update card details now to avoid suspension: http://netflix-indiafix.com
fraud,Service Fraud,Warning! Your data balance is zero. Recharge now at http://topup.datasafe-india.com or face service cutoff!
normal,Travel,"Just reached Delhi. Traffic’s crazy, but I’ll be at Connaught Place soon!"
normal,Service Inquiry,"Hi, can I get a quote for your packages before Diwali?"
normal,Service Inquiry,"Hey, do you provide home delivery for your services in Delhi?"
normal,Work Update,"Reminder, submit your expense claims for the Pune trip by Friday."
normal,Education,Class cancelled today due to staff meeting. Enjoy the break!
fraud,Financial Fraud,"Overpayment of ₹5,000 detected on your account. Refund now at http://bankoverpay-refund.com!"
fraud,Service Fraud,Emergency! Your Vodafone service will be cut off today. Update payment at http://urgent.vodapay-india.net to stay connected!
normal,Sports,Let’s play gully cricket this weekend near Sharma ji’s shop. Cool?
fraud,Job Offer Scam,"Remote Job Offer! ₹45,000/month. Don’t wait, slots filling fast: http://indiaremotehire.net"
fraud,Emotional Manipulation,"Bro, I’m trapped in Mumbai with no money. Need Rs. 2,000 for a ticket home. Send to http://rescue-travelindia.com. Please!"
normal,Service Inquiry,"Hi, are your services available in smaller towns like Jaipur?"
fraud,Subscription Scam,Warning! Your SonyLIV account will be deactivated. Pay now: http://sonyliv-fixaccount.in
fraud,Fake Delivery Scam,FedEx Notice: Package return imminent! Pay ₹149 at http://fedex-indiapay.com to avoid loss!
normal,Entertainment,"Hey, there’s a stand-up comedy show in Delhi. Wanna laugh our heads off?"
fraud,Phishing,Urgent Notice! Your Union Bank account needs verification. Visit http://unionbank-verifyhub.com to avoid penalties.
fraud,Subscription Scam,Your JioCinema payment failed. Update details to watch IPL live: http://jiocinema-fixpay.in
normal,Sports,"Hey, I’m joining a local football team. Got any advice for trials?"
fraud,Loan Scam,Hurry! Rs. 10 lakh loan at 0.5% interest. Don’t miss out! Click: http://fastloan.indiafunds.net or call 9123456789.
fraud,Tech Support Scam,Warning! Virus detected on your phone. Call 1800-555-1234 immediately to prevent data theft!
normal,Education,"Yo, let’s revise for Maths together at my place tonight?"
fraud,Identity Theft,Alert! Someone is using your identity. Verify at http://safeid-india.co.in before it's too late!
fraud,Service Fraud,Urgent! Your Airtel plan expires in 1 hour. Renew immediately at http://verify.airtelquickpay.com or lose access!
normal,Travel,Train to Chennai is on time. Should reach by evening. See ya!
normal,Travel,"Yo, planning a trip to Goa next month. Beaches and beers, you joining?"
normal,Sports,"Hey, wanna join me for a quick badminton session at the club?"
fraud,Service Fraud,Alert! Your mobile service is at risk of suspension. Pay now at http://safe.mobilepay-india.com to avoid disconnection today!
fraud,Subscription Scam,Your Hotstar account is at risk! Update payment details immediately: http://hotstar-securepay.in
normal,Delivery Update,"Hey, your package is dispatched! It’ll hit your doorstep by Thursday in Ahmedabad."
fraud,Service Fraud,Critical! Your BSNL data pack is expiring. Avoid interruption by paying at http://renew.bsnlsecurepay.com now!
fraud,Tech Support Scam,Emergency! Your laptop is hacked. Visit http://safeindia-tech.com to fix it before it’s too late!
fraud,Lottery Scam,Wow! You’re the winner of Rs. 9 lakhs in our National Lottery! Claim urgently at http://nationallotto-secure.in!
fraud,Service Fraud,Warning! Jio connection deactivation scheduled for midnight. Secure it at http://protect.jioconnect.in before it's too late!
fraud,Phishing,Attention! Your Kotak Mahindra card is suspended. Reactivate at http://kotak-cardsecure.com or call 1800-999-4321.
fraud,Phishing,Urgent! Your SBI account is at risk. Verify now at http://sbi-securelogin.com to avoid suspension. Act fast!
normal,Delivery Update,"Hi, your delivery is on the move. Should arrive by 3 PM today in Hyderabad."
fraud,Emotional Manipulation,"Didi, I lost everything in a flood. Need Rs. 3,000 for food and shelter. Help me at http://disaster-aidindia.com. Please don’t ignore!"
normal,Entertainment,"Yo, let’s hit the Navratri garba night in Ahmedabad. You in?"
fraud,Investment Scams,Emergency! Secure your family’s future with 350% profit! Invest at http://safewealth-bharat.com Today!
normal,Social,"Hey, are you coming to the Diwali party at Rohan’s place?"
normal,Sports,Just booked a table tennis slot at the community center. Join me?
normal,Education,Reminder: Submit your Hindi lit assignment by tomorrow!
normal,Family,"Mom, can you remind me where you kept the Diwali lights? I can’t find them."
normal,Education,Got the timetable for internals? Pls send if you have it.
fraud,Emotional Manipulation,"Aunty, my child is sick and I need Rs. 9,000 for treatment. Save us, pay at http://childcare-helpindia.com. Time is running out!"
fraud,Impersonation,"Hey, it’s Priya, your manager. Need ₹5,000 urgently for a client gift. Send via UPI or call 98765-43210."
fraud,Financial Fraud,ALERT: Suspicious transaction on your HDFC card! Secure it at http://hdfc-verifysecure.com immediately!
normal,Delivery Update,"Hi, your package is on its way. Should be with you by Wednesday in Delhi."
fraud,Identity Theft,Emergency! Your PAN card details are compromised. Confirm at http://pan-securecheck.in urgently!
fraud,Fake Delivery Scam,Emergency: India Post parcel stuck! Pay ₹50 fee at http://indiapost-paynow.in before it’s sent back!
fraud,Fake Delivery Scam,DHL Warning: Shipment on hold! Update info at http://dhl-indiaupdate.com or face cancellation!
normal,Sports,"Bro, let’s cheer for Mumbai Indians tonight. Pizza on me!"
normal,Education,Library fines due this week. Clear them before Diwali break.
fraud,Job Offer Scam,Dream Job Awaits! ₹1 Lakh/month. Apply before midnight: http://fastcareerpath.net
normal,Travel,"Hey, booked a houseboat in Kerala. Backwaters trip, you in?"
